1.528	284.6
1.53	276.5
1.532	282.3
1.534	278.4
1.536	280.6
1.538	277.3
1.54	273
1.542	275.3
1.544	277.8
1.546	277.2
1.548	271.1
1.55	271.3
1.552	273.1
1.554	267.6
1.556	267.1
1.558	268.9
1.56	268.3
1.562	269.7
1.564	266.9
1.566	265.4
1.568	263.3
1.57	264.5
1.572	267.3
1.574	261
1.576	253.6
1.578	254.7
1.58	265
1.582	259
1.584	259.1
1.586	259.9
1.588	249
1.59	240.5
1.592	252.6
1.594	258.3
1.596	250.6
1.598	254.5
1.6	251.2
1.602	248.9
1.604	249.7
1.606	247.7
1.608	249.1
1.61	240
1.612	243
1.614	244.9
1.616	237.4
1.618	242.3
1.62	236.9
1.622	238.3
1.624	241.6
1.626	240.2
1.628	241.8
1.63	239.3
1.632	238.7
1.634	235.9
1.636	235.7
1.638	227.4
1.64	226.2
1.642	226.6
1.644	227.8
1.646	229.4
1.648	229.2
1.65	227.2
1.652	226.8
1.654	226.2
1.656	226
1.658	225.2
1.66	224.5
1.662	224.6
1.664	222.7
1.666	221.2
1.668	219.3
1.67	222.5
1.672	217.3
1.674	219.3
1.676	216.1
1.678	216.8
1.68	208
1.682	205.4
1.684	212.9
1.686	213.1
1.688	212
1.69	210.5
1.692	212.3
1.694	211.2
1.696	210
1.698	208.9
1.7	206.3
1.702	204.7
1.704	205.2
1.706	205
1.708	201.7
1.71	201.3
1.712	198.2
1.714	203.7
1.716	202.2
1.718	201
1.72	199.3
1.722	197.5
1.724	195.4
1.726	198.2
1.728	197.1
1.73	198.4
1.732	193.6
1.734	187.4
1.736	182.7
1.738	186.3
1.74	190.5
1.742	190.2
1.744	190.7
1.746	186.7
1.748	187.2
1.75	185.8
1.752	185
1.754	185.6
1.756	184.9
1.758	184.3
1.76	183.1
1.762	179.3
1.764	180.7
1.766	181.7
1.768	180.2
1.77	179.1
1.772	179.4
1.774	179.2
1.776	176.3
1.778	174.7
1.78	175.6
1.782	174.7
1.784	173.5
1.786	173.9
1.788	174.7
1.79	173.3
1.792	172.1
1.794	170.9
1.796	170.6
1.798	170.3
1.8	169.9
1.802	167.2
1.804	168.8
1.806	168.8
1.808	168.5
1.81	168.6
1.812	167.5
1.814	165.8
1.816	160.5
1.818	152
1.82	159.6
1.822	159.8
1.824	162.4
1.826	162.8
1.828	161.1
1.83	160.6
1.832	159.3
1.834	158.5
1.836	158.1
1.838	156.2
1.84	156.2
1.842	154
1.844	154.1
1.846	153.5
1.848	151
1.85	154.6
1.852	153.4
1.854	152.5
1.856	150.9
1.858	152.5
1.86	150.3
1.862	150.4
1.864	150.9
1.866	149.4
1.868	149.2
1.87	150.8
1.872	147.3
1.874	140.1
1.876	129.9
1.878	144.1
1.88	146.2
1.882	147.4
1.884	146.4
1.886	143.9
1.888	145.3
1.89	142.4
1.892	140.8
1.894	139.6
1.896	137.3
1.898	139
1.9	139.7
1.902	140.9
1.904	138.6
1.906	139
1.908	137.7
1.91	137.8
1.912	135.4
1.914	137
1.916	136
1.918	135.3
1.92	133.3
1.922	135
1.924	134.1
1.926	134.4
1.928	132.2
1.93	131.3
1.932	130.8
1.934	132
1.936	132.8
1.938	132.1
1.94	129.9
1.942	129.4
1.944	120.3
1.946	119.2
1.948	127.1
1.95	126.1
1.952	125.5
1.954	128.6
1.956	127.6
1.958	127.1
1.96	126.1
1.962	124
1.964	122.2
1.966	123.1
1.968	124
1.97	123.9
1.972	121.3
1.974	120.8
1.976	122.4
1.978	119.4
1.98	119.6
1.982	120.5
1.984	119.7
1.986	117.8
1.988	119.5
1.99	119.8
1.992	118
1.994	116.2
1.996	117.3
1.998	115.9
2	117
2.002	116.1
2.004	114.8
2.006	114.7
2.008	115.4
2.01	114.9
2.012	114.5
2.014	113.8
2.016	113.7
2.018	113.4
2.02	111.6
2.022	110.7
2.024	111.6
2.026	111.5
2.028	110.7
2.03	108.6
2.032	109.8
2.034	109.2
2.036	108.3
2.038	106.4
2.04	107.8
2.042	107.6
2.044	107.6
2.046	107.1
2.048	106.3
2.05	105.9
2.052	104.7
2.054	104.6
2.056	104.6
2.058	104
2.06	102.8
2.062	102.3
2.064	100.5
2.066	102.5
2.068	101.9
2.07	100.3
2.072	100.4
2.074	100.9
2.076	100.6
2.078	100
2.08	98.78
2.082	98.64
2.084	97.72
2.086	98.52
2.088	98.35
2.09	97.88
2.092	95.67
2.094	95.93
2.096	95.8
2.098	96.2
2.1	96.06
2.102	95.77
2.104	95.59
2.106	95.74
2.108	95.13
2.11	93.96
2.112	94.52
2.114	94.36
2.116	93.31
2.118	93.11
2.12	92.75
2.122	92.75
2.124	91.89
2.126	92.08
2.128	92.25
2.13	92.09
2.132	92.1
2.134	91.55
2.136	90.12
2.138	91.1
2.14	90.83
2.142	90.64
2.144	90.06
2.146	89.39
2.148	89.79
2.15	89.57
2.152	89.13
2.154	88.78
2.156	88.74
2.158	88.42
2.16	87.81
2.162	86.86
2.164	84.56
2.166	78.49
2.168	83
2.17	85.57
2.172	85.91
2.174	85.92
2.176	85.32
2.178	84.25
2.18	84.97
2.182	84.25
2.184	84.57
2.186	84.65
2.188	82.77
2.19	83.04
2.192	83.77
2.194	83.49
2.196	83.18
2.198	82.99
2.2	82.65
2.202	82.3
2.204	82.11
2.206	79.66
2.208	79.66
2.21	80.8
2.212	81.05
2.214	80.72
2.216	79.94
2.218	79.7
2.22	79.97
2.222	79.62
2.224	79.26
2.226	78.11
2.228	78.26
2.23	78.31
2.232	78.15
2.234	78.02
2.236	77.58
2.238	76.48
2.24	76.39
2.242	76.42
2.244	76.24
2.246	76.12
2.248	75.2
2.25	75.41
2.252	75.12
2.254	74.02
2.256	74.22
2.258	74.41
2.26	74.21
2.262	72.99
2.264	73.29
2.266	73.15
2.268	73.27
2.27	72.97
2.272	72.77
2.274	72.52
2.276	72.39
2.278	72.42
2.28	71.65
2.282	70.07
2.284	71.25
2.286	71.24
2.288	71.27
2.29	71.1
2.292	70.67
2.294	69.2
2.296	69.08
2.298	69.19
2.3	69.53
2.302	69.55
2.304	69.31
2.306	69.23
2.308	69.01
2.31	68.7
2.312	68.67
2.314	68.26
2.316	67.79
2.318	67.45
2.32	67.68
2.322	66.75
2.324	65.36
2.326	65.59
2.328	66.29
2.33	66.16
2.332	65.84
2.334	65.71
2.336	65.36
2.338	64.96
2.34	65.2
2.342	65.39
2.344	65.09
2.346	64.86
2.348	64.72
2.35	64.53
2.352	62.89
2.354	62.39
2.356	62.82
2.358	62.66
2.36	63.08
2.362	63.05
2.364	62.95
2.366	62.84
2.368	62.63
2.37	62.11
2.372	62.07
2.374	60.66
2.376	61.64
2.378	61.92
2.38	61.72
2.382	60.98
2.384	58.85
2.386	59.08
2.388	60.04
2.39	60.29
2.392	60.08
2.394	60.03
2.396	59.96
2.398	59.89
2.4	59.44
2.402	59.65
2.404	59.45
2.406	59.19
2.408	59.15
2.41	59.02
2.412	58.94
2.414	57.34
2.416	55.99
2.418	57.48
2.42	57.7
2.422	57.67
2.424	57.26
2.426	57.17
2.428	57.12
2.43	57.12
2.432	57.02
2.434	56.41
2.436	56.18
2.438	55.99
2.44	56.39
2.442	56.17
2.444	56.03
2.446	54.98
2.448	54.57
2.45	54.62
2.452	54.32
2.454	54.55
2.456	53.7
2.458	53.92
2.46	54.57
2.462	54.42
2.464	54.35
2.466	54.05
2.468	53.9
2.47	52.85
2.472	53.3
2.474	53.13
2.476	53.43
2.478	53.03
2.48	51.77
2.482	51.4
2.484	52.19
2.486	51.6
2.488	51.69
2.49	52.25
2.492	51.98
2.494	51.75
2.496	51.52
2.498	51.54
2.5	51.55
2.52	49.84
2.54	48.14
2.56	46.72
2.58	45.5
2.6	44.57
2.62	43.05
2.64	42.11
2.66	40.79
2.68	39.68
2.7	38.67
2.72	37.63
2.74	36.63
2.76	35.46
2.78	34.68
2.8	33.85
2.82	32.97
2.84	32.09
2.86	31.19
2.88	30.32
2.9	29.69
2.92	28.9
2.94	28.17
2.96	27.5
2.98	26.82
3	26.12
3.02	25.47
3.04	24.65
3.06	24.22
3.08	23.64
3.1	23.06
3.12	22.46
3.14	21.98
3.16	21.44
3.18	20.96
3.2	20.48
3.22	20
3.24	19.51
3.26	19.07
3.28	18.58
3.3	18.02
3.32	17.68
3.34	17.37
3.36	16.97
3.38	16.59
3.4	16.15
3.42	15.84
3.44	15.54
3.46	15.2
3.48	14.86
3.5	14.56
3.52	14.25
3.54	13.93
3.56	13.62
3.58	13.34
3.6	13.07
3.62	12.81
3.64	12.51
3.66	12.22
3.68	11.93
3.7	11.62
3.72	11.45
3.74	11.08
3.76	10.96
3.78	10.78
3.8	10.57
3.82	10.38
3.84	10.19
3.86	9.983
3.88	9.782
3.9	9.599
3.92	9.427
3.94	9.233
3.96	9.032
3.98	8.857
4	8.669
